source,source_type,target,target_type,relation,evidence_count,evidence_titles
event:rate_cut,event,asset:real,asset,POSITIVE_IMPACT,4,"Brazil's real, stocks gain on Fed rate cut hope | Brazil stocks rise after US rate cut, real surges | Brazil stocks rise after Fed rate cut, real steady | Brazil's stocks jump, real rallies on Fed rate cut"
asset:crude,asset,asset:futures,asset,CO_OCCURRENCE,3,"Stock Futures Trading Lower as Oil Braces For OPEC Announcement, Jobs Report | Crude Oil, RBOB Gasoline, and Copper Futures Moving Lower after Employment Data | Crude Oil Volatility Falls as Futures Gain on Jobs Report"
event:employment,event,asset:silver,asset,POSITIVE_IMPACT,3,"Gold and Silver Miners Soar on the Heels of Weaker Employment Data -- Is This Ju | Silver ETFs Surge As Precious Metals React To Disheartening Jobs Report | Gold, Silver Spike Higher Following Jobs Report"
event:employment,event,asset:nasdaq,asset,POSITIVE_IMPACT,3,"Nasdaq Futures Climb as Bond Yields Retreat, U.S. Jobs Report Looms | Dow Climbs After Nonfarm Payrolls; Tech Surge Boosts Nasdaq | Stocks Rise, Nasdaq Hits 11-Year High On Jobs Report"
asset:nasdaq,asset,asset:futures,asset,POSITIVE_CORRELATION,3,"Nasdaq Futures Climb as Bond Yields Retreat, U.S. Jobs Report Looms | Nasdaq Futures Slip as Bond Yields Rebound, U.S. Jobs Report Looms | US STOCKS-S&P, Nasdaq futures at record highs before January jobs report"
event:employment,event,asset:nasdaq,asset,NEGATIVE_IMPACT,3,"Nasdaq Futures Slip as Bond Yields Rebound, U.S. Jobs Report Looms | US STOCKS-S&P 500, Nasdaq fall as yields rally on hot labor market data | US STOCKS-S&P 500, Nasdaq set to fall as yields rally on labor market data"
asset:yields,asset,asset:nasdaq,asset,NEGATIVE_CORRELATION,3,"Nasdaq Futures Slip as Bond Yields Rebound, U.S. Jobs Report Looms | US STOCKS-S&P 500, Nasdaq fall as yields rally on hot labor market data | US STOCKS-S&P 500, Nasdaq set to fall as yields rally on labor market data"
asset:stocks,asset,asset:energy_stocks,asset,POSITIVE_CORRELATION,3,"European Stocks Advance Led by Miners, Oil Stocks Ahead of US Jobs Report | Energy Stocks In Focus As Crude Oil Extends Rally, But Weak Employment Data Coul | Asian Energy Stocks Advance on U.S. Jobs Report; Chubu Electric Tumbles"
asset:stocks,asset,asset:sp500,asset,CO_OCCURRENCE,3,"S&P 500 News: Stocks Up on Jobs Report as Stimulus Bill Stalls, Microsoft, Apple | Mid-Day ETF Update: ETFs, Stocks Surge Higher as Dow, S&P 500 Hit Record Highs o | Closing Update: Better-Than-Expected November Jobs Reports Ignites Big Rally for"
event:rate_cut,event,asset:silver,asset,NEUTRAL_IMPACT,3,Silver Prices Forecast: XAG/USD Firms Amid Fed Rate Cut Expectations | Silver Prices Forecast: Fed Rate Cut Buzz Lifts XAG/USD to Three-Week High | US Rate Cut Boosts Gold & Silver
asset:euro,asset,asset:stocks,asset,CO_OCCURRENCE,3,European Equity Benchmarks Close Higher; Euro Area Unemployment Rate Falls | Jobs report can't lift stocks; euro suffers | GLOBAL MARKETS-US jobs report can't lift stocks; euro suffers
event:employment,event,asset:risk_appetite,asset,NEUTRAL_IMPACT,3,Increased Risk Appetite Ahead of Jobs Report Boosts U.S. Dollar | FOREX-Yen falls as Aussie jobs report peps risk appetite | Nikkei rises 2 pct as risk appetite improves on jobs report
event:rate_hike,event,asset:gold,asset,NEUTRAL_IMPACT,3,Gold Price Forecast: Focus Shifts to Labor Market Data Amid Rate Hike Concerns | Gold Climbs as Unemployment Rate Rises (Update1) | Gold Climbs as Unemployment Rate Rises
event:rate_cut,event,asset:gold,asset,NEGATIVE_IMPACT,3,Gold Price Forecast: XAU Prices Plunge as Better US Employment Figures Rattle Fe | Gold tumbles after lower-than-expected Fed rate cut | UPDATE 6-Gold tumbles after lower-than-expected Fed rate cut
event:employment,event,asset:tech_stocks,asset,NEUTRAL_IMPACT,3,"Rediff.com Leads Asian ADRs Higher as Technology Stocks Show Broad Gains After U | Dow Jones Today, Futures Gains Modest After Jobs Report; Chip Stocks Buzzing, In | Tech Stocks Lead On Strong Jobs Report; This Biotech Stock Soars"
asset:stocks,asset,asset:tech_stocks,asset,POSITIVE_CORRELATION,3,"Rediff.com Leads Asian ADRs Higher as Technology Stocks Show Broad Gains After U | Dow Jones Today, Futures Gains Modest After Jobs Report; Chip Stocks Buzzing, In | Tech Stocks Lead On Strong Jobs Report; This Biotech Stock Soars"
event:employment,event,asset:healthcare,asset,NEGATIVE_IMPACT,3,"Shares of several healthcare companies are trading lower in sympathy with the ov | Shares of several healthcare companies are trading lower amid market weakness fo | Australia shares slip on mixed unemployment data, healthcare buoys"
event:employment,event,asset:vix,asset,NEUTRAL_IMPACT,3,"VIX Closed Below 24 Into the Jobs Report | Wall Street's fear gauge dips on upbeat jobs report | US STOCKS-Jobs report lifts market, volatility index at lowest since '07"
event:rate_cut,event,asset:sp500,asset,NEUTRAL_IMPACT,3,"Stronger-Than-Expected Earnings, GDP Point To 3 Fed Rate Cuts As S&P 500 Reaches | US STOCKS-S&P;, Nasdaq end higher on Fed rate cut hopes | US STOCKS-Dow, S&P; 500 slip after Fed rate cut"
event:rate_cut,event,asset:euro,asset,POSITIVE_IMPACT,3,US Dollar May Rise vs Euro if FOMC Minutes Cool Fed Rate Cut Bets | EUR/USD May Rise if Sentiment Data Amplifies Fed Rate Cut Bets | Euro stocks jump at Fed rate cut
asset:ftse,asset,asset:financials,asset,POSITIVE_CORRELATION,3,FTSE surges as banks lead; Fed rate cut hopes boost | Banks weigh on FTSE ahead of key U.S. jobs report | Banks drag FTSE lower; U.S. jobs report eyed
event:rate_hike,event,asset:investors,asset,POSITIVE_IMPACT,3,Traders boost bets on Fed rate hike after strong jobs report | Traders boost bets on U.S. interest-rate hikes after jobs report | Traders boost bets on March Fed rate hike after jobs report
asset:bonds,asset,asset:ust10y,asset,POSITIVE_CORRELATION,3,TREASURIES-U.S. 10-year yields above 2 pct before jobs report | TREASURIES-Better jobs report pushes 10-yr yield above 2 pct | Treasury 10-Year Yield Climbs to Highest in 9 Months After Employment Data
event:rate_hike,event,asset:dollar,asset,NEUTRAL_IMPACT,3,FOREX-Dollar up as U.S. jobs report eyed for signal on Fed rate hike | REFILE-FOREX-Dollar shines as jobs report supports case for Fed hike in Sept | FOREX-Dollar slides as jobs report dims rate hike outlook
asset:stocks,asset,asset:vix,asset,POSITIVE_CORRELATION,3,"Wall Street's fear gauge dips on upbeat jobs report | Weak jobs report jump starts Wall Street's fear gauge | US STOCKS-Jobs report lifts market, volatility index at lowest since '07"
event:rate_cut,event,asset:asia_stocks,asset,POSITIVE_IMPACT,3,"SE Asia Stocks - Mostly rise on expected Fed rate cut | SE Asia Stocks-S'pore, Malaysia rise on US rate cut hope | Asia stocks gain on talk of Fed rate cut"
asset:yen,asset,asset:nikkei,asset,POSITIVE_CORRELATION,3,"Nikkei falls 1.1 pct after jobs report; yen weighs | Nikkei flat ahead of U.S. jobs report, firmer yen hurts exporters | Nikkei rises on weak yen, strong U.S. jobs report"
event:employment,event,asset:nikkei,asset,NEGATIVE_IMPACT,3,Nikkei seen lower after jobs report; yen eyed | Nikkei down for fifth day after weak US jobs report | Nikkei set to slip ahead of US jobs report
event:employment,event,asset:peso,asset,POSITIVE_IMPACT,3,"Mexico stocks rise on U.S. jobs report, peso slips | Mexico peso slips on rise in US unemployment rate | Mexico’s Peso, Bonds Gain as U.S. Jobs Report Eases Fed Concern"
asset:stocks,asset,asset:emerging_markets,asset,POSITIVE_CORRELATION,3,"EMERGING MARKETS-Latam stocks slip on US jobs report | EMERGING MARKETS-Brazil stocks down on China, unemployment data | EMERGING MARKETS-Latam stocks hit by weak U.S. jobs report"
event:rate_cut,event,asset:japan_stocks,asset,NEGATIVE_IMPACT,3,"Japanese stocks tumble 2 pct on Fed rate cut, yen | Japan stocks fall 2% after Fed rate cut, yen rise | Japanese stocks slide after Fed rate cut, yen rise"
event:rate_cut,event,asset:europe_stocks,asset,POSITIVE_IMPACT,3,"Europe shares gain on results, US rate cut hopes | Europe shares rise in early trade after Fed rate cut | Financials lift European shares after Fed rate cut"
event:rate_cut,event,asset:japan_stocks,asset,POSITIVE_IMPACT,3,Tokyo stocks seen opening higher on Fed rate cut | Japan stocks surge more than 3% after Fed rate cut | Japan stocks surge over 2 pct after Fed rate cut
event:rate_cut,event,asset:crude,asset,NEUTRAL_IMPACT,3,"Oil hits new high over $82 after Fed rate cut | UPDATE 11-Oil hits new high over $82 after Fed rate cut | Oil up 7 percent on weak dollar, Fed rate cut"
asset:crude,asset,asset:dollar,asset,POSITIVE_CORRELATION,3,"NYMEX-Crude slips on jobs report, eyes weak dollar | GLOBAL MARKETS-Stocks, dollar, oil slip on dismal jobs report | Oil up 7 percent on weak dollar, Fed rate cut"
event:employment,event,asset:copper,asset,POSITIVE_IMPACT,3,METALS-Copper ends firm despite soft U.S. employment data | Copper May Rise in London Trading Before U.S. Jobs Report: LME Preview | Copper Poised for Weekly Gain Before Monthly U.S. Jobs Report
event:employment,event,asset:japan_stocks,asset,POSITIVE_IMPACT,3,"Japanese Stocks Rise on U.S. Jobs Report, Commodities; Honda, Sony Advance | Japanese Stocks Climb After U.S. Jobs Report; Bridgestone, Advantest Rise | Japanese Stocks Advance for Second Day as U.S. Jobs Report Buoys Exporters"
asset:investors,asset,asset:sp500,asset,CO_OCCURRENCE,2,US STOCKS-S&P 500 end lower as investors weigh fresh employment data | S&P Futures Climb as Investors Await Key U.S. Jobs Report
asset:investors,asset,asset:sp500,asset,POSITIVE_CORRELATION,2,US STOCKS-S&P 500 flat as investors weigh fresh employment data | S&P Futures Tread Water as Investors Await Key U.S. Jobs Report
event:employment,event,asset:energy_stocks,asset,POSITIVE_IMPACT,2,"European Stocks Advance Led by Miners, Oil Stocks Ahead of US Jobs Report | Asian Energy Stocks Advance on U.S. Jobs Report; Chubu Electric Tumbles"
event:rate_cut,event,asset:silver,asset,POSITIVE_IMPACT,2,"Silver Prices Forecast: Rally Underpinned by Fed Rate Cut Speculation, Inflation | Shares of several gold and silver companies are trading higher as gold prices ri"
asset:stocks,asset,asset:financials,asset,CO_OCCURRENCE,2,"Stocks Slip, But Try To Recover Amid Jobs Report Miss; Banks Up | Stocks Crumble On Jobs Report; Banks Get Clobbered, Bonds Climb"
asset:yields,asset,asset:sp500,asset,NEGATIVE_CORRELATION,2,"US STOCKS-S&P 500, Nasdaq fall as yields rally on hot labor market data | US STOCKS-S&P 500, Nasdaq set to fall as yields rally on labor market data"
asset:europe_stocks,asset,asset:financials,asset,POSITIVE_CORRELATION,2,"European Stocks Rebound On US Jobs Report, Financial Sector Recovers | Financials lift European shares after Fed rate cut"
event:rate_hike,event,asset:futures,asset,NEGATIVE_IMPACT,2,"ETF Preview: ETFs, Futures Edge Lower as Solid Jobs Report Sparks Fears of Fed I | Futures slip on rate hike jitters ahead of key jobs report"
asset:dollar,asset,asset:investors,asset,POSITIVE_CORRELATION,2,"GLOBAL MARKETS-Stocks steady, dollar gains as investors ponder Fed rate cuts | Shares of several gold and silver companies are trading higher as gold prices ri"
asset:crude,asset,asset:investors,asset,POSITIVE_CORRELATION,2,"Mid-Day Update: Stocks Mixed as Investors Weigh Surging Oil Prices, Upbeat Jobs  | Mid-Day Update: Stocks Firmly Lower as Crude Prices, Employment Data Weigh on In"
asset:tech_stocks,asset,asset:futures,asset,POSITIVE_CORRELATION,2,"ETF Preview: ETFs, Futures Point Lower as Tech Sector Continues to Feel Pressure | Dow Jones Today, Futures Gains Modest After Jobs Report; Chip Stocks Buzzing, In"
event:rate_cut,event,asset:yields,asset,POSITIVE_IMPACT,2,"TREASURIES-Yields jump, rate cut expectations pared back after strong jobs repor | TREASURIES-US yields rise as stocks rally after Fed rate cut"
event:employment,event,asset:real,asset,POSITIVE_IMPACT,2,Shares of several real estate companies are trading higher as equities continue  | Shares of several real estate companies are trading higher as equities continue 
asset:gold,asset,asset:stocks,asset,POSITIVE_CORRELATION,2,"Shares of several gold and silver companies are trading higher as gold prices ri | Large Cap Bank Stocks Trading Higher Pre-Market After Strong Jobs Report, S&P E-"
asset:stocks,asset,asset:silver,asset,POSITIVE_CORRELATION,2,Shares of several gold and silver companies are trading higher as gold prices ri | Shares of several gold and silver mining companies are trading lower as the US d
asset:investors,asset,asset:financials,asset,POSITIVE_CORRELATION,2,"Shares of several financial services companies are trading lower amid market wea | Traders Watching Banks Move Higher, Attributing Move to Comment from Atlanta Fed"
asset:dollar,asset,asset:gold,asset,CO_OCCURRENCE,2,Shares of several gold and silver mining companies are trading lower as the US d | Shares of several gold companies are trading higher as renewed speculation of a 
event:rate_cut,event,asset:financials,asset,NEGATIVE_IMPACT,2,Shares of several banks and financial services companies are trading lower. The  | U.S. banks fall on prospect of Fed rate cuts
event:employment,event,asset:energy_stocks,asset,NEUTRAL_IMPACT,2,"Energy Stocks In Focus As Crude Oil Extends Rally, But Weak Employment Data Coul | CERAWEEK-Bernanke says energy sector a 'bright spot,' upbeat on jobs report"
asset:bonds,asset,asset:stocks,asset,NEGATIVE_CORRELATION,2,"US Dollar and Treasuries Fall After Jobs Report as Equities Move Higher | Stocks Tumble on Jobs Report as Treasuries, Gold Rally"
asset:stocks,asset,asset:russell,asset,POSITIVE_CORRELATION,2,Hot Growth Stocks Include This Small Cap Leader That Benefits From A Fed Rate Cu | Small Cap Staffing Stock News: More Earnings Reports Plus a Jobs Report
event:rate_cut,event,asset:yields,asset,NEUTRAL_IMPACT,2,Fed Rate Cuts And Low Bond Yields Should Drive Up The Price Of Gold | JGB 10-year yield hits 8-mth low after Fed rate cut
asset:bonds,asset,asset:gold,asset,POSITIVE_CORRELATION,2,"Fed Rate Cuts And Low Bond Yields Should Drive Up The Price Of Gold | Stocks Tumble on Jobs Report as Treasuries, Gold Rally"
asset:crude,asset,asset:futures,asset,NEGATIVE_CORRELATION,2,"Dow Jones Today, Futures Slip As Oil Prices, Unemployment Data Spike; Walgreens  | Oil Options Fall as Futures Rally on U.S. Employment Data"
event:employment,event,asset:euro,asset,POSITIVE_IMPACT,2,"EURO GOVT-Bunds surge on weak US jobs report | Euro Stays Higher Against Dollar After Inflation, Jobs Reports"
asset:bonds,asset,asset:canadian_dollar,asset,POSITIVE_CORRELATION,2,"Canadian dollar surges on jobs report, bonds slide | Canadian dollar lower after Fed rate cut, bonds up"
asset:yields,asset,asset:investors,asset,POSITIVE_CORRELATION,2,"TREASURIES-Bond yields rise, traders eye Friday jobs report | TREASURIES-Yields little moved as investors eye April jobs report"
asset:dollar,asset,asset:asia_stocks,asset,POSITIVE_CORRELATION,2,"GLOBAL MARKETS-Asian shares, dollar awaits U.S. jobs report | GLOBAL MARKETS-Asia stocks cautious, dollar strong as markets await U.S. jobs re"
event:rate_hike,event,asset:nikkei,asset,NEUTRAL_IMPACT,2,Nikkei drops as strong U.S. jobs report stokes concerns about Fed rate hike | Nikkei drops as strong jobs report stokes US rate rise talk
event:rate_cut,event,asset:peso,asset,NEGATIVE_IMPACT,2,"Mexico stocks drop, peso flat as US rate cut looms | Mexico peso rises on US rate cut bets, stocks slip"
asset:copper,asset,asset:dollar,asset,POSITIVE_CORRELATION,2,METALS-Copper rises as dollar falls after U.S. jobs report | METALS-Copper falls after strong U.S. jobs report boosts dollar
asset:bonds,asset,asset:investors,asset,CO_OCCURRENCE,2,TREASURIES-Bonds gain as traders see modest Fed rate cut | TREASURIES-Prices fall as investors slash US rate cut bets
asset:yen,asset,asset:pound,asset,POSITIVE_CORRELATION,2,"Yen rallies as U.S. jobs report looms, sterling surrenders gains | FOREX-Yen rallies as U.S. jobs report looms, sterling surrenders gains"
asset:investors,asset,asset:peso,asset,POSITIVE_CORRELATION,2,Mexico peso gains as investors eye US rate cut | Mexico's peso firms as investors eye Fed rate cut
event:rate_cut,event,asset:investors,asset,NEGATIVE_IMPACT,2,FOREX-Dollar firms as investors trim US rate cut outlook | TREASURIES-Prices down as investors pare US rate cut bets
asset:stocks,asset,asset:pound,asset,POSITIVE_CORRELATION,2,"Stocks down before jobs report, sterling falls | GLOBAL MARKETS-US stocks down before jobs report, sterling falls"
event:rate_cut,event,asset:copper,asset,NEGATIVE_IMPACT,2,US copper futures trim gains after Fed rate cut | US copper futures trim early losses on Fed rate cut
event:rate_hike,event,asset:yields,asset,NEGATIVE_IMPACT,2,"Dollar and U.S. yields rise, stocks fall after jobs report keeps Fed hike alive | GLOBAL MARKETS-Dollar and U.S. yields rise, stocks fall after jobs report keeps "
event:rate_hike,event,asset:dollar,asset,NEGATIVE_IMPACT,2,"Dollar and U.S. yields rise, stocks fall after jobs report keeps Fed hike alive | GLOBAL MARKETS-Dollar and U.S. yields rise, stocks fall after jobs report keeps "
asset:europe_stocks,asset,asset:bonds,asset,POSITIVE_CORRELATION,2,"RPT-European shares rise, Bunds fall after U.S. jobs report | European shares rise, Bunds fall after U.S. jobs report"
event:rate_cut,event,asset:nikkei,asset,POSITIVE_IMPACT,2,"Nikkei climbs 0.5 pct on Fed rate cut, banks rise | Nikkei climbs 0.5 pct after Fed rate cut, banks rise"
asset:financials,asset,asset:nikkei,asset,POSITIVE_CORRELATION,2,"Nikkei climbs 0.5 pct on Fed rate cut, banks rise | Nikkei climbs 0.5 pct after Fed rate cut, banks rise"
event:rate_cut,event,asset:hk_stocks,asset,NEUTRAL_IMPACT,2,"HK shares recover after US rate cut, HSBC leads | Recovery seen for HK stocks after US rate cut"
asset:crude,asset,asset:asia_stocks,asset,POSITIVE_CORRELATION,2,"Asian Stocks Advance for First Time in Three Days on U.S. Jobs Report; Oil | Asian Stocks Advance for Fourth Day This Week on U.S. Employment Data, Oil"
event:employment,event,asset:japan_stocks,asset,NEGATIVE_IMPACT,2,"Japanese Stocks Fall Most in Two Weeks as U.S. Jobs Report Shows No Growth | Japanese Stocks Decline on U.S. Housing, Employment Data"
event:employment,event,asset:yen,asset,NEGATIVE_IMPACT,2,"Japanese Stock Futures, Australian Shares Decline on U.S. Jobs Report, Yen | U.S. Stock Futures Pare Gain, Yen, Treasuries Rally on ADP Employment Data"
asset:yen,asset,asset:futures,asset,POSITIVE_CORRELATION,2,"Japanese Stock Futures, Australian Shares Decline on U.S. Jobs Report, Yen | U.S. Stock Futures Pare Gain, Yen, Treasuries Rally on ADP Employment Data"
asset:bonds,asset,asset:peso,asset,POSITIVE_CORRELATION,2,"Mexican Peso Tumbles as U.S. Jobs Report Drives Up Bond Yields | Mexico’s Peso, Bonds Gain as U.S. Jobs Report Eases Fed Concern"
asset:europe_stocks,asset,asset:futures,asset,POSITIVE_CORRELATION,2,"European Stocks, U.S. Futures Are Little Changed Before Unemployment Data | Europe Stocks Fall With U.S. Futures Before Jobs Report"
asset:euro,asset,asset:pound,asset,POSITIVE_CORRELATION,2,"Pound Erases Drop Versus Euro on Unemployment Rate, BOE Minutes | Pound Is Little Changed Against Euro Before Labor Market Report"
event:employment,event,asset:rand,asset,NEUTRAL_IMPACT,2,Rand Holds Gains Against Dollar After Unemployment Rate Is Little Changed | Rand Weakens for Third Day as U.S. Jobs Report Damps Confidence
event:rate_hike,event,asset:stocks,asset,POSITIVE_IMPACT,1,U.S. Stocks Poised For Higher Open as Jobs Report Underpins Case For Rate Hike
asset:yields,asset,asset:nasdaq,asset,CO_OCCURRENCE,1,"Nasdaq Futures Climb as Bond Yields Retreat, U.S. Jobs Report Looms"
asset:yields,asset,asset:futures,asset,CO_OCCURRENCE,1,"Nasdaq Futures Climb as Bond Yields Retreat, U.S. Jobs Report Looms"
asset:nasdaq,asset,asset:bonds,asset,CO_OCCURRENCE,1,"Nasdaq Futures Climb as Bond Yields Retreat, U.S. Jobs Report Looms"
asset:bonds,asset,asset:futures,asset,CO_OCCURRENCE,1,"Nasdaq Futures Climb as Bond Yields Retreat, U.S. Jobs Report Looms"
asset:yields,asset,asset:futures,asset,NEGATIVE_CORRELATION,1,"Nasdaq Futures Slip as Bond Yields Rebound, U.S. Jobs Report Looms"
asset:nasdaq,asset,asset:bonds,asset,NEGATIVE_CORRELATION,1,"Nasdaq Futures Slip as Bond Yields Rebound, U.S. Jobs Report Looms"
asset:bonds,asset,asset:futures,asset,NEGATIVE_CORRELATION,1,"Nasdaq Futures Slip as Bond Yields Rebound, U.S. Jobs Report Looms"
asset:europe_stocks,asset,asset:crude,asset,POSITIVE_CORRELATION,1,"European Stocks Advance Led by Miners, Oil Stocks Ahead of US Jobs Report"
asset:europe_stocks,asset,asset:energy_stocks,asset,POSITIVE_CORRELATION,1,"European Stocks Advance Led by Miners, Oil Stocks Ahead of US Jobs Report"
asset:crude,asset,asset:energy_stocks,asset,POSITIVE_CORRELATION,1,"European Stocks Advance Led by Miners, Oil Stocks Ahead of US Jobs Report"
event:rate_hike,event,asset:futures,asset,NEUTRAL_IMPACT,1,Stock Futures Reverse Early Losses as Labor Market Report Cools Rate Hike Jitter
asset:nasdaq,asset,asset:dow,asset,CO_OCCURRENCE,1,Dow Climbs After Nonfarm Payrolls; Tech Surge Boosts Nasdaq
asset:crude,asset,asset:investors,asset,CO_OCCURRENCE,1,"Mid-Day ETF Update: ETFs, Stocks Lower, In Step with Crude as Investors Look Ahe"
asset:dollar,asset,asset:risk_appetite,asset,POSITIVE_CORRELATION,1,Increased Risk Appetite Ahead of Jobs Report Boosts U.S. Dollar
asset:yields,asset,asset:gold,asset,CO_OCCURRENCE,1,PRECIOUS-Gold steadies as bond yields slip; focus on U.S. jobs report
asset:bonds,asset,asset:gold,asset,CO_OCCURRENCE,1,PRECIOUS-Gold steadies as bond yields slip; focus on U.S. jobs report
asset:gold,asset,asset:investors,asset,CO_OCCURRENCE,1,Gold on Track For Weekly Gain as Investors Await US Rate Cut
event:rate_cut,event,asset:emerging_markets,asset,POSITIVE_IMPACT,1,"Emerging Markets and Global Currencies to Jump with Their Hands in Air, as Fed D"
asset:dow,asset,asset:financials,asset,POSITIVE_CORRELATION,1,Close Update: Labor Market Data Drives Dow to Record Close on Banking Sector Gai
event:employment,event,asset:tech_stocks,asset,NEGATIVE_IMPACT,1,"ETF Preview: ETFs, Futures Point Lower as Tech Sector Continues to Feel Pressure"
event:rate_cut,event,asset:investors,asset,POSITIVE_IMPACT,1,Shares of several gold and silver companies are trading higher as gold prices ri
asset:gold,asset,asset:dollar,asset,POSITIVE_CORRELATION,1,Shares of several gold and silver companies are trading higher as gold prices ri
asset:dollar,asset,asset:stocks,asset,POSITIVE_CORRELATION,1,Shares of several gold and silver companies are trading higher as gold prices ri
asset:silver,asset,asset:investors,asset,POSITIVE_CORRELATION,1,Shares of several gold and silver companies are trading higher as gold prices ri
asset:investors,asset,asset:stocks,asset,NEGATIVE_CORRELATION,1,Shares of several financial services companies are trading lower amid market wea
asset:stocks,asset,asset:financials,asset,NEGATIVE_CORRELATION,1,Shares of several financial services companies are trading lower amid market wea
event:employment,event,asset:silver,asset,NEGATIVE_IMPACT,1,Shares of several gold and silver mining companies are trading lower as the US d
asset:dollar,asset,asset:silver,asset,CO_OCCURRENCE,1,Shares of several gold and silver mining companies are trading lower as the US d
event:rate_cut,event,asset:crude,asset,NEGATIVE_IMPACT,1,Shares of several oil companies are trading higher as oil rises after Iran shot 
asset:stocks,asset,asset:crude,asset,NEGATIVE_CORRELATION,1,Shares of several oil companies are trading higher as oil rises after Iran shot 
asset:investors,asset,asset:stocks,asset,POSITIVE_CORRELATION,1,Shares of several healthcare companies are trading lower amid market weakness fo
asset:investors,asset,asset:healthcare,asset,POSITIVE_CORRELATION,1,Shares of several healthcare companies are trading lower amid market weakness fo
asset:crude,asset,asset:sp500,asset,POSITIVE_CORRELATION,1,"Large Cap Bank Stocks Trading Higher Pre-Market After Strong Jobs Report, S&P E-"
asset:crude,asset,asset:financials,asset,POSITIVE_CORRELATION,1,"Large Cap Bank Stocks Trading Higher Pre-Market After Strong Jobs Report, S&P E-"
asset:crude,asset,asset:stocks,asset,POSITIVE_CORRELATION,1,"Large Cap Bank Stocks Trading Higher Pre-Market After Strong Jobs Report, S&P E-"
asset:sp500,asset,asset:gold,asset,POSITIVE_CORRELATION,1,"Large Cap Bank Stocks Trading Higher Pre-Market After Strong Jobs Report, S&P E-"
asset:sp500,asset,asset:financials,asset,POSITIVE_CORRELATION,1,"Large Cap Bank Stocks Trading Higher Pre-Market After Strong Jobs Report, S&P E-"
asset:sp500,asset,asset:futures,asset,POSITIVE_CORRELATION,1,"Large Cap Bank Stocks Trading Higher Pre-Market After Strong Jobs Report, S&P E-"
asset:sp500,asset,asset:stocks,asset,POSITIVE_CORRELATION,1,"Large Cap Bank Stocks Trading Higher Pre-Market After Strong Jobs Report, S&P E-"
asset:gold,asset,asset:financials,asset,POSITIVE_CORRELATION,1,"Large Cap Bank Stocks Trading Higher Pre-Market After Strong Jobs Report, S&P E-"
asset:financials,asset,asset:futures,asset,POSITIVE_CORRELATION,1,"Large Cap Bank Stocks Trading Higher Pre-Market After Strong Jobs Report, S&P E-"
asset:financials,asset,asset:stocks,asset,POSITIVE_CORRELATION,1,"Large Cap Bank Stocks Trading Higher Pre-Market After Strong Jobs Report, S&P E-"
asset:futures,asset,asset:stocks,asset,POSITIVE_CORRELATION,1,"Large Cap Bank Stocks Trading Higher Pre-Market After Strong Jobs Report, S&P E-"
asset:crude,asset,asset:energy_stocks,asset,CO_OCCURRENCE,1,"Energy Stocks In Focus As Crude Oil Extends Rally, But Weak Employment Data Coul"
event:rate_hike,event,asset:gold,asset,NEGATIVE_IMPACT,1,Gold breaks down as jobs report but Fed hikes on the table via ForexLive
asset:copper,asset,asset:crude,asset,CO_OCCURRENCE,1,"Crude Oil, RBOB Gasoline, and Copper Futures Moving Lower after Employment Data"
asset:stocks,asset,asset:dollar,asset,NEGATIVE_CORRELATION,1,US Dollar and Treasuries Fall After Jobs Report as Equities Move Higher
event:rate_cut,event,asset:crude,asset,POSITIVE_IMPACT,1,Oil Prices Rise Ahead of Likely Fed Rate Cut: 5 Top Picks
asset:bonds,asset,asset:financials,asset,POSITIVE_CORRELATION,1,"Stocks Crumble On Jobs Report; Banks Get Clobbered, Bonds Climb"
event:rate_cut,event,asset:russell,asset,NEUTRAL_IMPACT,1,Hot Growth Stocks Include This Small Cap Leader That Benefits From A Fed Rate Cu
event:rate_cut,event,asset:aussie,asset,NEUTRAL_IMPACT,1,Australian Dollar At Risk As Markets Eye Third Coronavirus Rate Cut
event:employment,event,asset:russell,asset,POSITIVE_IMPACT,1,Tame Jobs Report Lifts Stocks; Apple Leads Dow; Small Caps Outperform
asset:stocks,asset,asset:russell,asset,CO_OCCURRENCE,1,Tame Jobs Report Lifts Stocks; Apple Leads Dow; Small Caps Outperform
asset:dow,asset,asset:russell,asset,CO_OCCURRENCE,1,Tame Jobs Report Lifts Stocks; Apple Leads Dow; Small Caps Outperform
asset:tech_stocks,asset,asset:dow,asset,POSITIVE_CORRELATION,1,"Dow Jones Today, Futures Gains Modest After Jobs Report; Chip Stocks Buzzing, In"
asset:yields,asset,asset:gold,asset,POSITIVE_CORRELATION,1,Fed Rate Cuts And Low Bond Yields Should Drive Up The Price Of Gold
event:employment,event,asset:russell,asset,NEUTRAL_IMPACT,1,Small Cap Staffing Stock News: More Earnings Reports Plus a Jobs Report
asset:crude,asset,asset:dow,asset,NEGATIVE_CORRELATION,1,"Dow Jones Today, Futures Slip As Oil Prices, Unemployment Data Spike; Walgreens "
event:rate_cut,event,asset:dow,asset,POSITIVE_IMPACT,1,"Dow Jones Futures: Stock Market Rally Steady, Apple In Buy Range After Fed Rate "
event:rate_hike,event,asset:yields,asset,POSITIVE_IMPACT,1,Treasury yields moving higher as solid jobs reports assures rate hike
event:rate_hike,event,asset:bonds,asset,POSITIVE_IMPACT,1,Treasury yields moving higher as solid jobs reports assures rate hike
